timestamp,circle,ceremony,dor_budget,dor_actual,compliance,status
"2026-01-10T09:19:58Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T20:57:18Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T02:52:04Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T09:26:57Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T18:40:44Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-09T15:37:42Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T16:37:13Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T22:00:11Z","analyst","refine",30,0,0,"compliant"
"2026-01-08T20:51:45Z","innovator","retro",10,0,1,"compliant"
"2026-01-08T21:09:32Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-12T21:36:53Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T12:45:40Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T11:45:20Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T17:52:01Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:57:52Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T16:34:44Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T01:07:22Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:43:17Z","orchestrator","standup",5,0,0,"compliant"
"2026-01-08T21:34:42Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T18:50:28Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T04:04:56Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T20:50:09Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T22:01:27Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T23:01:46Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:20:24Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T19:30:16Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T23:53:55Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:44:17Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T05:07:53Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T15:47:06Z","analyst","refine",30,0,0,"compliant"
"2026-01-10T19:04:57Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T15:27:33Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T10:01:47Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T18:13:35Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:44:57Z","seeker","replenish",20,0,0,"compliant"
"2026-01-08T21:59:56Z","analyst","refine",30,0,0,"compliant"
"2026-01-11T02:18:06Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T18:11:28Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T19:31:44Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T22:34:09Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T01:45:10Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T18:53:00Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-08T22:00:19Z","innovator","retro",10,0,1,"compliant"
"2026-01-09T14:36:41Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T11:48:41Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:34:17Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T15:48:19Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-08T22:59:22Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T14:55:44Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T21:24:40Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T13:16:34Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T14:37:36Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T15:19:25Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T06:59:43Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:53:52Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T17:08:03Z","orchestrator","standup",5,0,9,"compliant"
"2026-01-10T11:28:57Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T21:21:55Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T00:41:22Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T22:02:20Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T20:17:58Z","orchestrator","standup",5,0,3,"compliant"
"2026-01-09T15:33:50Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T21:22:21Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:26:41Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T19:24:01Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T15:47:35Z","innovator","retro",10,0,1,"compliant"
"2026-01-12T08:56:21Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T15:40:21Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T21:29:10Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:59:42Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-12T20:53:48Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:55:36Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T11:29:36Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:47:03Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:46:31Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-10T18:53:14Z","analyst","refine",30,0,0,"compliant"
"2026-01-09T15:27:47Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T03:30:06Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T11:18:53Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:32:51Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T22:40:51Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T19:43:47Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T04:32:33Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T06:11:50Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:05:01Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T18:52:55Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-08T20:52:00Z","seeker","replenish",20,0,0,"compliant"
"2026-01-09T15:46:52Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-08T20:46:57Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-12T21:30:10Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T15:31:33Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T15:26:26Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T11:05:38Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T22:27:52Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T06:12:13Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:10:43Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T19:43:46Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T15:48:25Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-12T21:03:02Z","innovator","retro",10,0,0,"compliant"
"2026-01-08T21:56:05Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T06:57:28Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T03:57:01Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T14:23:56Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T16:02:08Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T11:48:21Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T11:47:24Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T11:16:57Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T07:50:52Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T05:11:38Z","orchestrator","standup",5,0,0,"compliant"
"2026-01-10T05:08:14Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T04:31:32Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T14:04:28Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:29:06Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T11:07:30Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T10:01:45Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:39:32Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:40:26Z","analyst","refine",30,0,0,"compliant"
"2026-01-08T21:45:18Z","analyst","refine",30,0,0,"compliant"
"2026-01-11T09:27:56Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:22:32Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T05:41:21Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T18:54:32Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:00:46Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T04:32:20Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:48:29Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T12:43:53Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T20:18:19Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:40:08Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-09T15:36:36Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T02:24:47Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T10:36:26Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T17:39:33Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T02:56:33Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T18:40:39Z","seeker","replenish",20,0,0,"compliant"
"2026-01-12T21:26:59Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:57:47Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T20:51:31Z","analyst","refine",30,0,0,"compliant"
"2026-01-08T22:23:16Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T20:54:41Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-08T21:13:24Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-10T11:18:15Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:38:47Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-12T12:45:37Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:40:30Z","analyst","refine",30,0,0,"compliant"
"2026-01-12T19:38:56Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T22:00:51Z","seeker","replenish",20,0,0,"compliant"
"2026-01-08T20:44:28Z","innovator","retro",10,0,1,"compliant"
"2026-01-10T18:53:43Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-12T18:51:05Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T07:39:50Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T03:26:14Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T20:00:20Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T01:46:11Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:10:54Z","analyst","refine",30,0,0,"compliant"
"2026-01-08T21:12:06Z","seeker","replenish",20,0,0,"compliant"
"2026-01-10T23:35:39Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T05:06:53Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T18:56:17Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T20:55:10Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T20:57:33Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:13:13Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T20:52:26Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-08T21:37:57Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T21:17:21Z","innovator","retro",10,0,0,"compliant"
"2026-01-10T03:24:30Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:51:38Z","innovator","retro",10,0,0,"compliant"
"2026-01-08T21:08:26Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T19:50:03Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T18:16:59Z","orchestrator","standup",5,0,6,"compliant"
"2026-01-08T21:13:36Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-12T19:43:42Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:11:09Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-11T15:29:20Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T09:54:21Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T13:51:11Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T19:40:39Z","innovator","retro",10,0,0,"compliant"
"2026-01-10T11:47:49Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T15:44:11Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:23:15Z","analyst","refine",30,0,0,"compliant"
"2026-01-10T19:00:23Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T20:00:57Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:57:07Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T21:00:34Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T08:23:35Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T05:12:28Z","orchestrator","standup",5,0,0,"compliant"
"2026-01-11T18:44:18Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T19:00:58Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T18:51:04Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:24:02Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T15:46:45Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-09T01:44:18Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:10:39Z","analyst","refine",30,0,0,"compliant"
"2026-01-08T21:11:10Z","innovator","retro",10,0,1,"compliant"
"2026-01-11T02:19:59Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T22:01:29Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T16:49:38Z","orchestrator","standup",5,0,16,"compliant"
"2026-01-12T19:47:16Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T07:34:37Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-11T20:23:04Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T21:02:47Z","analyst","refine",30,0,0,"compliant"
"2026-01-09T15:48:32Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-12T19:28:18Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-08T21:39:12Z","seeker","replenish",20,0,0,"compliant"
"2026-01-09T00:36:03Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-10T11:20:42Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-12T19:41:01Z","intuitive","synthesis",25,0,0,"compliant"
"2026-01-10T21:22:55Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-10T11:49:01Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T04:35:04Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-12T17:42:37Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:09:51Z","assessor","wsjf",15,0,0,"compliant"
"2026-01-12T19:25:25Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-11T07:48:35Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T20:46:33Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:05:00Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-09T08:42:30Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T06:26:08Z","orchestrator","standup",5,0,1,"compliant"
"2026-01-09T03:30:34Z","orchestrator","standup",5,0,2,"compliant"
"2026-01-08T21:51:22Z","orchestrator","standup",5,0,2,"compliant"
